"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","year","months","address","lon","lat"
"151","2019-04","JURONG WEST","5 ROOM","631","JURONG WEST ST 65","10 TO 12",110,"Improved",2001,81.58,455000,81,7,"631 JURONG WEST ST 65",103.7002748,1.3435825
"152","2019-04","JURONG WEST","5 ROOM","618","JURONG WEST ST 65","13 TO 15",110,"Improved",2000,80.67,430000,80,8,"618 JURONG WEST ST 65",103.7003653,1.3414575
"153","2019-04","JURONG WEST","5 ROOM","658D","JURONG WEST ST 65","13 TO 15",111,"Improved",2001,81.25,470000,81,3,"658D JURONG WEST ST 65",103.7007729,1.3372499
"154","2019-04","JURONG WEST","5 ROOM","838","JURONG WEST ST 81","10 TO 12",122,"Improved",1989,69.67,373888,69,8,"838 JURONG WEST ST 81",103.6934001,1.3439218
"155","2019-04","JURONG WEST","5 ROOM","975","JURONG WEST ST 93","01 TO 03",122,"Improved",1989,69.5,388000,69,6,"975 JURONG WEST ST 93",103.6935564,1.3403059
"156","2019-04","JURONG WEST","5 ROOM","988A","JURONG WEST ST 93","04 TO 06",110,"Premium Apartment",2008,88.42,450000,88,5,"988A JURONG WEST ST 93",103.6957732,1.3361976
"157","2019-04","JURONG WEST","5 ROOM","987D","JURONG WEST ST 93","07 TO 09",110,"Premium Apartment",2006,86.08,458000,86,1,"987D JURONG WEST ST 93",103.6953889,1.3366579
"158","2019-04","JURONG WEST","5 ROOM","988A","JURONG WEST ST 93","04 TO 06",110,"Premium Apartment",2008,88.33,448000,88,4,"988A JURONG WEST ST 93",103.6957732,1.3361976
"159","2017-04","TAMPINES","3 ROOM","412","TAMPINES ST 41","04 TO 06",60,"Improved",1985,67.5,295000,67,6,"412 TAMPINES ST 41",103.946259,1.3594393
"160","2019-04","JURONG WEST","5 ROOM","989B","JURONG WEST ST 93","10 TO 12",114,"Premium Apartment",2008,88.33,470000,88,4,"989B JURONG WEST ST 93",103.6948458,1.3359284
"161","2019-04","JURONG WEST","5 ROOM","987C","JURONG WEST ST 93","13 TO 15",110,"Premium Apartment",2006,86.08,450000,86,1,"987C JURONG WEST ST 93",103.6951174,1.3366594
"162","2019-04","JURONG WEST","5 ROOM","328","TAH CHING RD","13 TO 15",124,"Improved",1997,77.33,426000,77,4,"328 TAH CHING RD",103.7226949,1.3369603
"163","2019-04","JURONG WEST","EXECUTIVE","680A","JURONG WEST CTRL 1","16 TO 18",133,"Premium Apartment",2000,80.25,555000,80,3,"680A JURONG WEST CTRL 1",103.7055253,1.3445851
"164","2019-04","JURONG WEST","EXECUTIVE","681A","JURONG WEST CTRL 1","04 TO 06",134,"Premium Apartment",2000,80.17,535000,80,2,"681A JURONG WEST CTRL 1",103.7051633,1.3443674
"165","2019-04","JURONG WEST","EXECUTIVE","470","JURONG WEST ST 41","10 TO 12",149,"Maisonette",1985,65.42,608000,65,5,"470 JURONG WEST ST 41",103.7211817,1.3482314
"166","2019-04","JURONG WEST","EXECUTIVE","469","JURONG WEST ST 41","07 TO 09",151,"Maisonette",1985,65.08,6e+05,65,1,"469 JURONG WEST ST 41",103.7212723,1.348524
"167","2019-04","JURONG WEST","EXECUTIVE","410","JURONG WEST ST 42","01 TO 03",148,"Maisonette",1985,65.25,480000,65,3,"410 JURONG WEST ST 42",103.7264278,1.3536895
"168","2019-04","JURONG WEST","EXECUTIVE","548","JURONG WEST ST 42","10 TO 12",148,"Maisonette",1985,65,515888,65,0,"548 JURONG WEST ST 42",103.7154487,1.3531596
"169","2019-04","JURONG WEST","EXECUTIVE","556","JURONG WEST ST 42","01 TO 03",150,"Maisonette",1986,66.17,480000,66,2,"556 JURONG WEST ST 42",103.7177397,1.3535931
"170","2017-04","TAMPINES","3 ROOM","830","TAMPINES ST 82","01 TO 03",64,"Simplified",1986,67.83,298000,67,10,"830 TAMPINES ST 82",103.9347468,1.3499167
"171","2019-04","JURONG WEST","EXECUTIVE","656C","JURONG WEST ST 61","01 TO 03",132,"Apartment",2001,81.25,5e+05,81,3,"656C JURONG WEST ST 61",103.7000035,1.3360457
"172","2019-04","JURONG WEST","EXECUTIVE","665A","JURONG WEST ST 64","04 TO 06",130,"Apartment",2000,80,602000,80,0,"665A JURONG WEST ST 64",103.7032609,1.3399026
"173","2019-04","JURONG WEST","EXECUTIVE","669A","JURONG WEST ST 64","04 TO 06",130,"Apartment",2000,80.25,494888,80,3,"669A JURONG WEST ST 64",103.7032609,1.3429793
"174","2019-04","JURONG WEST","EXECUTIVE","665A","JURONG WEST ST 64","04 TO 06",130,"Apartment",2000,80,570000,80,0,"665A JURONG WEST ST 64",103.7032609,1.3399026
"175","2019-04","JURONG WEST","EXECUTIVE","628","JURONG WEST ST 65","04 TO 06",130,"Apartment",2001,81.42,5e+05,81,5,"628 JURONG WEST ST 65",103.69937,1.3421957
"176","2019-04","JURONG WEST","EXECUTIVE","627","JURONG WEST ST 65","04 TO 06",130,"Apartment",2001,81.33,530000,81,4,"627 JURONG WEST ST 65",103.6989175,1.3419785
"177","2019-04","JURONG WEST","EXECUTIVE","830","JURONG WEST ST 81","01 TO 03",146,"Apartment",1993,73.17,473000,73,2,"830 JURONG WEST ST 81",103.6934588,1.3453583
"178","2019-04","JURONG WEST","EXECUTIVE","862","JURONG WEST ST 81","13 TO 15",141,"Apartment",1996,76.58,560000,76,7,"862 JURONG WEST ST 81",103.6969302,1.3502024
"179","2019-04","JURONG WEST","EXECUTIVE","918","JURONG WEST ST 91","01 TO 03",142,"Apartment",1989,68.83,430000,68,10,"918 JURONG WEST ST 91",103.6871324,1.3406355
"180","2019-04","JURONG WEST","EXECUTIVE","363","YUNG AN RD","07 TO 09",146,"Apartment",1995,75.42,545000,75,5,"363 YUNG AN RD",103.7202511,1.3366379
"181","2017-04","TAMPINES","3 ROOM","801","TAMPINES AVE 4","01 TO 03",68,"New Generation",1984,66.25,305000,66,3,"801 TAMPINES AVE 4",103.9380066,1.3471997
"182","2019-04","JURONG WEST","EXECUTIVE","363","YUNG AN RD","04 TO 06",146,"Apartment",1995,75.33,535000,75,4,"363 YUNG AN RD",103.7202511,1.3366379
"183","2019-04","TAMPINES","2 ROOM","499A","TAMPINES AVE 9","10 TO 12",46,"Model A",2014,94,288800,94,0,"499A TAMPINES AVE 9",103.9562951,1.3592121
"184","2019-04","TAMPINES","3 ROOM","909","TAMPINES AVE 4","04 TO 06",73,"Model A",1984,64.08,350000,64,1,"909 TAMPINES AVE 4",103.9393697,1.3502557
"185","2019-04","TAMPINES","3 ROOM","878","TAMPINES AVE 8","07 TO 09",74,"Model A",1988,68.67,310000,68,8,"878 TAMPINES AVE 8",103.9315291,1.3521682
"186","2019-04","TAMPINES","3 ROOM","869B","TAMPINES AVE 8","10 TO 12",67,"Model A",2015,95.17,365000,95,2,"869B TAMPINES AVE 8",103.9328957,1.3549852
"187","2019-04","TAMPINES","3 ROOM","869A","TAMPINES AVE 8","04 TO 06",67,"Model A",2015,95.17,360000,95,2,"869A TAMPINES AVE 8",103.9324083,1.3550599
"188","2019-04","TAMPINES","3 ROOM","499B","TAMPINES AVE 9","10 TO 12",67,"Model A",2014,94,392000,94,0,"499B TAMPINES AVE 9",103.9563219,1.3588753
"189","2019-04","TAMPINES","3 ROOM","522A","TAMPINES CTRL 7","13 TO 15",67,"Model A",2015,95.42,410000,95,5,"522A TAMPINES CTRL 7",103.9384649,1.3577781
"190","2019-04","TAMPINES","3 ROOM","522A","TAMPINES CTRL 7","13 TO 15",67,"Model A",2015,95.33,450000,95,4,"522A TAMPINES CTRL 7",103.9384649,1.3577781
"191","2019-04","TAMPINES","3 ROOM","104","TAMPINES ST 11","01 TO 03",75,"Model A",1982,62.5,305000,62,6,"104 TAMPINES ST 11",103.9465762,1.3472491
"192","2017-04","TAMPINES","3 ROOM","434","TAMPINES ST 43","07 TO 09",74,"Model A",1986,68.33,305000,68,4,"434 TAMPINES ST 43",103.9516074,1.3592614
"193","2019-04","TAMPINES","3 ROOM","157","TAMPINES ST 12","10 TO 12",68,"New Generation",1985,64.75,360000,64,9,"157 TAMPINES ST 12",103.9448992,1.3511017
"194","2019-04","TAMPINES","3 ROOM","157","TAMPINES ST 12","07 TO 09",82,"New Generation",1985,64.75,438000,64,9,"157 TAMPINES ST 12",103.9448992,1.3511017
"195","2019-04","TAMPINES","3 ROOM","244","TAMPINES ST 21","04 TO 06",74,"Model A",1984,64.25,340000,64,3,"244 TAMPINES ST 21",103.9471203,1.3537738
"196","2019-04","TAMPINES","3 ROOM","207","TAMPINES ST 21","01 TO 03",79,"Model A",1982,62.17,335000,62,2,"207 TAMPINES ST 21",103.9521514,1.3513521
"197","2019-04","TAMPINES","3 ROOM","285","TAMPINES ST 22","07 TO 09",74,"Model A",1984,64.33,340000,64,4,"285 TAMPINES ST 22",103.9531032,1.3501387
"198","2019-04","TAMPINES","3 ROOM","291","TAMPINES ST 22","01 TO 03",73,"Model A",1984,64.33,290000,64,4,"291 TAMPINES ST 22",103.955143,1.3500902
"199","2019-04","TAMPINES","3 ROOM","225","TAMPINES ST 23","01 TO 03",73,"Model A",1984,64.67,330000,64,8,"225 TAMPINES ST 23",103.9540551,1.3551473
"200","2019-04","TAMPINES","3 ROOM","212","TAMPINES ST 23","01 TO 03",73,"Model A",1985,65,312000,65,0,"212 TAMPINES ST 23",103.9541458,1.3544148
"201","2019-04","TAMPINES","3 ROOM","222","TAMPINES ST 24","01 TO 03",73,"Model A",1985,64.75,315000,64,9,"222 TAMPINES ST 24",103.9526953,1.3555213
"202","2019-04","TAMPINES","3 ROOM","406","TAMPINES ST 41","07 TO 09",64,"Simplified",1986,66.58,3e+05,66,7,"406 TAMPINES ST 41",103.945919,1.3581418
"203","2017-04","TAMPINES","3 ROOM","102","TAMPINES ST 11","01 TO 03",75,"Model A",1983,65.5,310000,65,6,"102 TAMPINES ST 11",103.9458964,1.3467774
"204","2019-04","TAMPINES","3 ROOM","417","TAMPINES ST 41","10 TO 12",69,"Improved",1985,65.67,340000,65,8,"417 TAMPINES ST 41",103.9471881,1.3587932
"205","2019-04","TAMPINES","3 ROOM","406","TAMPINES ST 41","10 TO 12",64,"Simplified",1986,66.5,332000,66,6,"406 TAMPINES ST 41",103.945919,1.3581418
"206","2019-04","TAMPINES","3 ROOM","439","TAMPINES ST 43","01 TO 03",70,"Simplified",1987,67.33,317000,67,4,"439 TAMPINES ST 43",103.9510946,1.3603892
"207","2019-04","TAMPINES","3 ROOM","814","TAMPINES ST 81","10 TO 12",73,"Model A",1984,64.33,340000,64,4,"814 TAMPINES ST 81",103.9366504,1.3472705
"208","2019-04","TAMPINES","3 ROOM","846","TAMPINES ST 82","07 TO 09",74,"Model A",1986,65.75,320000,65,9,"846 TAMPINES ST 82",103.9358346,1.3521796
"209","2019-04","TAMPINES","3 ROOM","915","TAMPINES ST 91","07 TO 09",73,"Model A",1984,64.17,340000,64,2,"915 TAMPINES ST 91",103.9395057,1.3486079
"210","2019-04","TAMPINES","3 ROOM","924","TAMPINES ST 91","10 TO 12",73,"Model A",1983,63.67,310000,63,8,"924 TAMPINES ST 91",103.9406388,1.3466616
"211","2019-04","TAMPINES","4 ROOM","164","SIMEI RD","04 TO 06",104,"Model A",1989,68.92,423000,68,11,"164 SIMEI RD",103.9585677,1.3460336
"212","2019-04","TAMPINES","4 ROOM","117","SIMEI ST 1","07 TO 09",84,"Simplified",1988,68,388000,68,0,"117 SIMEI ST 1",103.9513563,1.3446047
"213","2019-04","TAMPINES","4 ROOM","146","SIMEI ST 2","04 TO 06",104,"Model A",1988,68.42,456000,68,5,"146 SIMEI ST 2",103.9558937,1.344584
"214","2017-04","TAMPINES","3 ROOM","103","TAMPINES ST 11","01 TO 03",75,"Model A",1982,64.25,310000,64,3,"103 TAMPINES ST 11",103.9461683,1.3476541
"215","2019-04","TAMPINES","4 ROOM","806","TAMPINES AVE 4","01 TO 03",104,"Model A",1984,63.92,420000,63,11,"806 TAMPINES AVE 4",103.9368316,1.3455859
"216","2019-04","TAMPINES","4 ROOM","861A","TAMPINES AVE 5","04 TO 06",104,"Model A",1988,68.42,430000,68,5,"861A TAMPINES AVE 5",103.9370015,1.3546361
"217","2019-04","TAMPINES","4 ROOM","879","TAMPINES AVE 8","07 TO 09",104,"Model A",1988,68.25,435000,68,3,"879 TAMPINES AVE 8",103.9308493,1.3520624
"218","2019-04","TAMPINES","4 ROOM","891","TAMPINES AVE 8","01 TO 03",101,"Model A",1997,77.08,395000,77,1,"891 TAMPINES AVE 8",103.9310667,1.3491298
"219","2019-04","TAMPINES","4 ROOM","487A","TAMPINES AVE 9","04 TO 06",105,"Model A",1989,69.67,4e+05,69,8,"487A TAMPINES AVE 9",103.9577865,1.359605
"220","2019-04","TAMPINES","4 ROOM","505","TAMPINES CTRL 1","04 TO 06",113,"Model A",1989,69.33,520000,69,4,"505 TAMPINES CTRL 1",103.9451712,1.3554923
"221","2019-04","TAMPINES","4 ROOM","141","TAMPINES ST 12","07 TO 09",103,"Model A",1984,64.42,450000,64,5,"141 TAMPINES ST 12",103.9448992,1.3483202
"222","2019-04","TAMPINES","4 ROOM","205","TAMPINES ST 21","04 TO 06",133,"Model A",1983,63.25,545000,63,3,"205 TAMPINES ST 21",103.9519701,1.3517191
"223","2019-04","TAMPINES","4 ROOM","259","TAMPINES ST 21","04 TO 06",106,"Model A",1985,64.83,405000,64,10,"259 TAMPINES ST 21",103.9499757,1.3550981
"224","2019-04","TAMPINES","4 ROOM","267","TAMPINES ST 21","07 TO 09",115,"Model A",1983,63.25,473000,63,3,"267 TAMPINES ST 21",103.9491598,1.350784
"225","2017-01","JURONG WEST","EXECUTIVE","714","JURONG WEST ST 71","04 TO 06",146,"Maisonette",1991,73,546000,73,0,"714 JURONG WEST ST 71",103.6967061,1.3432697
"226","2017-04","TAMPINES","3 ROOM","139","TAMPINES ST 11","04 TO 06",76,"Model A",1984,66,315000,66,0,"139 TAMPINES ST 11",103.944446,1.346859
"227","2019-04","TAMPINES","4 ROOM","250","TAMPINES ST 21","04 TO 06",103,"Model A",1984,64.67,464888,64,8,"250 TAMPINES ST 21",103.9484346,1.3523254
"228","2019-04","TAMPINES","4 ROOM","265","TAMPINES ST 21","04 TO 06",105,"Model A",1984,64.42,430000,64,5,"265 TAMPINES ST 21",103.9500663,1.3524623
"229","2019-04","TAMPINES","4 ROOM","249","TAMPINES ST 21","07 TO 09",106,"Model A",1984,64.42,520888,64,5,"249 TAMPINES ST 21",103.9484346,1.3518862
"230","2019-04","TAMPINES","4 ROOM","285","TAMPINES ST 22","10 TO 12",103,"Model A",1984,64.33,395000,64,4,"285 TAMPINES ST 22",103.9531032,1.3501387
"231","2019-04","TAMPINES","4 ROOM","278","TAMPINES ST 22","07 TO 09",104,"Model A",1985,65,370000,65,0,"278 TAMPINES ST 22",103.9513355,1.3468188
"232","2019-04","TAMPINES","4 ROOM","282","TAMPINES ST 22","07 TO 09",102,"Model A",1984,63.83,399000,63,10,"282 TAMPINES ST 22",103.9524233,1.3477639
"233","2019-04","TAMPINES","4 ROOM","286","TAMPINES ST 22","01 TO 03",103,"Model A",1984,64.17,385000,64,2,"286 TAMPINES ST 22",103.9529673,1.3495174
"234","2019-04","TAMPINES","4 ROOM","230C","TAMPINES ST 24","10 TO 12",107,"Model A",1993,73.33,485000,73,4,"230C TAMPINES ST 24",103.9514035,1.3556936
"235","2019-04","TAMPINES","4 ROOM","323","TAMPINES ST 33","07 TO 09",108,"Model A",1995,75.33,415000,75,4,"323 TAMPINES ST 33",103.958316,1.3519015
"236","2019-04","TAMPINES","4 ROOM","365","TAMPINES ST 34","07 TO 09",102,"Model A",1997,76.75,4e+05,76,9,"365 TAMPINES ST 34",103.9605598,1.3576164
"237","2017-04","TAMPINES","3 ROOM","272","TAMPINES ST 22","01 TO 03",73,"Model A",1984,66.25,315000,66,3,"272 TAMPINES ST 22",103.950157,1.3490946
"238","2019-04","TAMPINES","4 ROOM","359","TAMPINES ST 34","01 TO 03",106,"Model A",1996,75.92,388000,75,11,"359 TAMPINES ST 34",103.961761,1.3559073
"239","2019-04","TAMPINES","4 ROOM","370","TAMPINES ST 34","07 TO 09",100,"Model A",1997,76.75,435000,76,9,"370 TAMPINES ST 34",103.9595852,1.3579698
"240","2019-04","TAMPINES","4 ROOM","406","TAMPINES ST 41","07 TO 09",89,"Simplified",1986,66.5,430000,66,6,"406 TAMPINES ST 41",103.945919,1.3581418
"241","2019-04","TAMPINES","4 ROOM","424","TAMPINES ST 41","10 TO 12",105,"Model A",1985,64.92,455000,64,11,"424 TAMPINES ST 41",103.9481853,1.3574329
"242","2019-04","TAMPINES","4 ROOM","450A","TAMPINES ST 42","04 TO 06",106,"Model A",1996,76.58,450000,76,7,"450A TAMPINES ST 42",103.952242,1.3583791
"243","2019-04","TAMPINES","4 ROOM","445","TAMPINES ST 42","04 TO 06",89,"Simplified",1986,65.92,370000,65,11,"445 TAMPINES ST 42",103.9505196,1.3581696
"244","2019-04","TAMPINES","4 ROOM","463","TAMPINES ST 44","01 TO 03",105,"Model A",1986,66.42,408000,66,5,"463 TAMPINES ST 44",103.9545991,1.3592438
"245","2019-04","TAMPINES","4 ROOM","469","TAMPINES ST 44","10 TO 12",104,"Model A",1985,65.5,408000,65,6,"469 TAMPINES ST 44",103.9546897,1.3603414
"246","2019-04","TAMPINES","4 ROOM","497C","TAMPINES ST 45","04 TO 06",107,"Premium Apartment",1996,76.25,425000,76,3,"497C TAMPINES ST 45",103.958588,1.3582685
"247","2019-04","TAMPINES","4 ROOM","498D","TAMPINES ST 45","01 TO 03",106,"Premium Apartment",1997,77,420000,77,0,"498D TAMPINES ST 45",103.959508,1.361105
"248","2017-04","TAMPINES","3 ROOM","806","TAMPINES AVE 4","10 TO 12",73,"Model A",1984,65.92,318000,65,11,"806 TAMPINES AVE 4",103.9368316,1.3455859
"249","2019-04","TAMPINES","4 ROOM","708","TAMPINES ST 71","07 TO 09",101,"Model A",1997,77.25,435000,77,3,"708 TAMPINES ST 71",103.936809,1.3580123
"250","2019-04","TAMPINES","4 ROOM","708","TAMPINES ST 71","10 TO 12",101,"Model A",1997,77.25,435000,77,3,"708 TAMPINES ST 71",103.936809,1.3580123
"251","2019-04","TAMPINES","4 ROOM","708","TAMPINES ST 71","13 TO 15",101,"Model A",1997,77.17,465000,77,2,"708 TAMPINES ST 71",103.936809,1.3580123
"252","2019-04","TAMPINES","4 ROOM","705","TAMPINES ST 71","10 TO 12",99,"Model A",1997,77.25,448800,77,3,"705 TAMPINES ST 71",103.9371942,1.3572962
"253","2019-04","TAMPINES","4 ROOM","734","TAMPINES ST 71","10 TO 12",103,"Model A",1997,77.17,445000,77,2,"734 TAMPINES ST 71",103.9342936,1.3580454
"254","2019-04","TAMPINES","4 ROOM","724","TAMPINES ST 71","01 TO 03",104,"Model A",1997,77.33,415000,77,4,"724 TAMPINES ST 71",103.9347695,1.3567797
"255","2019-04","TAMPINES","4 ROOM","817","TAMPINES ST 81","10 TO 12",105,"Model A",1984,64.42,465000,64,5,"817 TAMPINES ST 81",103.936741,1.3476359
"256","2019-04","TAMPINES","4 ROOM","898A","TAMPINES ST 81","01 TO 03",104,"Model A",1988,68.67,4e+05,68,8,"898A TAMPINES ST 81",103.9346465,1.3466491
"257","2019-04","TAMPINES","4 ROOM","852","TAMPINES ST 82","07 TO 09",107,"Model A",1985,65.17,460000,65,2,"852 TAMPINES ST 82",103.9364691,1.3526883
"258","2019-04","TAMPINES","4 ROOM","842F","TAMPINES ST 82","04 TO 06",106,"Model A",1995,75.42,450000,75,5,"842F TAMPINES ST 82",103.937852,1.35198
"259","2017-04","TAMPINES","3 ROOM","809","TAMPINES AVE 4","04 TO 06",73,"Model A",1984,65.92,325000,65,11,"809 TAMPINES AVE 4",103.9365597,1.3460999
"260","2019-04","TAMPINES","4 ROOM","832","TAMPINES ST 82","10 TO 12",84,"Simplified",1984,64.67,388000,64,8,"832 TAMPINES ST 82",103.935336,1.3500963
"261","2019-04","TAMPINES","4 ROOM","845","TAMPINES ST 83","04 TO 06",105,"Model A",1987,67.75,420000,67,9,"845 TAMPINES ST 83",103.9348375,1.3521854
"262","2019-04","TAMPINES","4 ROOM","886","TAMPINES ST 83","04 TO 06",104,"Model A",1988,68,410000,68,0,"886 TAMPINES ST 83",103.9321182,1.3510301
"263","2019-04","TAMPINES","4 ROOM","841","TAMPINES ST 83","07 TO 09",84,"Simplified",1986,66.25,385000,66,3,"841 TAMPINES ST 83",103.9345656,1.3515282
"264","2019-04","TAMPINES","4 ROOM","886","TAMPINES ST 83","01 TO 03",104,"Model A",1988,68,390000,68,0,"886 TAMPINES ST 83",103.9321182,1.3510301
"265","2019-04","TAMPINES","4 ROOM","886","TAMPINES ST 83","04 TO 06",108,"Model A",1988,68,426000,68,0,"886 TAMPINES ST 83",103.9321182,1.3510301
"266","2019-04","TAMPINES","4 ROOM","881","TAMPINES ST 84","07 TO 09",107,"Model A",1988,68.25,430000,68,3,"881 TAMPINES ST 84",103.9330246,1.3521961
"267","2019-04","TAMPINES","4 ROOM","910","TAMPINES ST 91","07 TO 09",104,"Model A",1984,64.58,468000,64,7,"910 TAMPINES ST 91",103.9384633,1.3498218
"268","2019-04","TAMPINES","5 ROOM","168D","SIMEI LANE","07 TO 09",111,"DBSS",2011,90.92,775000,90,11,"168D SIMEI LANE",103.9582028,1.3429481
"269","2019-04","TAMPINES","5 ROOM","168A","SIMEI LANE","10 TO 12",107,"DBSS",2011,90.92,816000,90,11,"168A SIMEI LANE",103.958899,1.342689
"270","2017-04","TAMPINES","3 ROOM","139","TAMPINES ST 11","01 TO 03",75,"Model A",1984,66,325000,66,0,"139 TAMPINES ST 11",103.944446,1.346859
"271","2019-04","TAMPINES","5 ROOM","167C","SIMEI LANE","04 TO 06",107,"DBSS",2011,90.92,778000,90,11,"167C SIMEI LANE",103.9593151,1.3428905
"272","2019-04","TAMPINES","5 ROOM","165","SIMEI RD","07 TO 09",122,"Improved",1989,69,535000,69,0,"165 SIMEI RD",103.9590413,1.3456028
"273","2019-04","TAMPINES","5 ROOM","101","SIMEI ST 1","10 TO 12",128,"Improved",1988,68.42,622000,68,5,"101 SIMEI ST 1",103.9518794,1.3411804
"274","2019-04","TAMPINES","5 ROOM","151","SIMEI ST 1","07 TO 09",122,"Improved",1988,67.75,570000,67,9,"151 SIMEI ST 1",103.9574094,1.3457587
"275","2019-04","TAMPINES","5 ROOM","146","SIMEI ST 2","01 TO 03",122,"Improved",1988,68.42,488000,68,5,"146 SIMEI ST 2",103.9558937,1.344584
"276","2019-04","TAMPINES","5 ROOM","141","SIMEI ST 2","07 TO 09",121,"Improved",1989,68.75,580000,68,9,"141 SIMEI ST 2",103.9550127,1.3457556
"277","2019-04","TAMPINES","5 ROOM","804","TAMPINES AVE 4","10 TO 12",121,"Improved",1984,64.75,535000,64,9,"804 TAMPINES AVE 4",103.9374662,1.3457286
"278","2019-04","TAMPINES","5 ROOM","815","TAMPINES AVE 4","16 TO 18",121,"Improved",1985,65,540000,65,0,"815 TAMPINES AVE 4",103.9374662,1.3473389
"279","2019-04","TAMPINES","5 ROOM","815","TAMPINES AVE 4","10 TO 12",121,"Improved",1985,64.92,540000,64,11,"815 TAMPINES AVE 4",103.9374662,1.3473389
"280","2019-04","TAMPINES","5 ROOM","858A","TAMPINES AVE 5","01 TO 03",122,"Improved",1988,67.83,525000,67,10,"858A TAMPINES AVE 5",103.9370219,1.3544503
"281","2017-04","TAMPINES","3 ROOM","105","TAMPINES ST 11","07 TO 09",75,"Model A",1982,64.67,330000,64,8,"105 TAMPINES ST 11",103.9468935,1.3480158
"282","2019-04","TAMPINES","5 ROOM","880A","TAMPINES AVE 8","01 TO 03",122,"Improved",1988,68.08,510000,68,1,"880A TAMPINES AVE 8",103.931962,1.352011
"283","2019-04","TAMPINES","5 ROOM","493A","TAMPINES AVE 9","01 TO 03",125,"Improved",1993,73.33,470000,73,4,"493A TAMPINES AVE 9",103.952242,1.3624059
"284","2019-04","TAMPINES","5 ROOM","488A","TAMPINES AVE 9","01 TO 03",121,"Improved",1989,69,440000,69,0,"488A TAMPINES AVE 9",103.9564542,1.3599286
"285","2019-04","TAMPINES","5 ROOM","493A","TAMPINES AVE 9","04 TO 06",124,"Improved",1993,73.25,462000,73,3,"493A TAMPINES AVE 9",103.952242,1.3624059
"286","2019-04","TAMPINES","5 ROOM","518B","TAMPINES CTRL 7","10 TO 12",113,"DBSS",2008,88.75,785000,88,9,"518B TAMPINES CTRL 7",103.938665,1.356395
"287","2019-04","TAMPINES","5 ROOM","298","TAMPINES ST 22","10 TO 12",130,"Improved",1985,64.92,503000,64,11,"298 TAMPINES ST 22",103.9547804,1.3517758
